sigma_e   rw        r         Tu        Tl        L         Kw        
2.18838   0.153864  68.1305   73755.1   102.004   1223.35   10533.3   
1.97583   0.150215  93.7621   96874.9   98.5345   1391.75   12861.4   
2.05214   0.15358   522.187   114157    104.072   1505.34   12068.6   
1.95427   0.141211  39399.4   72860.9   95.458    1452.15   12679.9   
2.09194   0.169239  14536.6   86784.2   87.7777   1415.29   11292.2   
1.88921   0.174118  51725.8   63388.3   81.6169   1423.58   12576.1   
2.08218   0.142344  2923.04   109907    69.6742   1209      12382.8   
2.02081   0.160689  28.103    80278.3   111.897   1370.34   12047     
2.11077   0.156225  13708.9   84745.7   114.825   1282.32   12989     
2.10393   0.171837  19.2416   78496.8   100.94    1159.4    10003.4   
2.15983   0.172394  1.42721   81988.5   110.535   1393.43   12730.6   
2.09061   0.146886  22648.5   75147.6   103.426   1656.36   11088.4   
2.11441   0.155136  21810.8   79513.8   79.2354   1127.59   11501.3   
1.99612   0.173125  9496.08   110284    92.283    1403.95   11363.3   
2.04303   0.170124  153.026   81073.7   88.1126   1502.62   9974.42   
1.94236   0.151739  5.84071   87435.9   107.005   1211.16   9706.73   
1.99621   0.150825  556.379   98825.9   66.5426   1203.69   12006.5   
2.04064   0.157458  29255.6   90987.2   76.1924   1215.35   9636.94   
2.06464   0.161752  15559.5   97626.9   97.4383   1271.12   11305.4   
2.29038   0.158056  128.255   113007    67.0793   1649.92   11021.3   
1.95865   0.138318  0.396389  103742    97.4883   1433.96   10364.5   
2.01414   0.155109  0.444485  103711    93.9377   1651.67   12751.6   
2.27639   0.170223  10671.1   91199.9   91.6264   1459.49   10096     
2.38678   0.133114  74.9804   67166.9   103.381   1468.06   12799.6   
2.13869   0.164365  301.859   81056.2   83.5531   1657.17   10450.1   
2.19166   0.17548   3.82764   82537.8   81.1023   1335.58   10060.3   
2.03385   0.151898  11.7455   110234    108.207   1651.34   11689.5   
2.27213   0.157655  1700.51   82919.8   70.468    1408.59   11345.4   
2.09205   0.158862  942.715   105611    85.4018   1450.37   11614.5   
2.21917   0.143057  15.5674   68726.8   89.962    1326.82   11382.6   
2.04434   0.157604  14504.7   72512.3   66.304    1378.99   11195.3   
2.08209   0.168848  0.394737  76556.5   86.9869   1327.99   12558.4   
2.29235   0.154246  88.7135   88220.6   84.5111   1175.81   9532.11   
1.84885   0.152442  2.65865   110266    84.9948   1579.88   12031.8   
2.08292   0.141735  0.790281  87506.9   109.507   1297.01   12052.7   
2.2601    0.183562  94.439    72520.7   101.793   1223.17   9612.81   
1.99221   0.145794  11.8501   65590.2   80.5237   1596.72   9880.13   
2.08639   0.145276  6.84996   104911    97.0931   1229.88   9511.39   
2.00466   0.154496  398.277   80026.7   79.3294   1618.99   9612.69   
1.85248   0.165892  686.244   83314.2   101.863   1214.94   11158.3   
2.00518   0.163316  0.676042  68463.3   75.3705   1610.1    10766.4   
2.18757   0.165865  281.347   75614     87.7132   1650.94   12733.2   
2.00566   0.166138  30.1277   115367    113.292   1338.49   12989     
2.10027   0.170153  20.8177   98328.6   93.2034   1197.32   10026.8   
1.90448   0.147931  30100.4   79584.4   92.7687   1499.03   12665.9   
1.89148   0.143431  65.8879   106202    79.3454   1445.62   10460.1   
2.10201   0.140267  26.7076   93938.8   114.038   1274.23   11749.1   
2.28784   0.154597  4.78885   106107    87.0276   1155.26   12384.5   
2.01139   0.153404  1154.83   74560.1   103.352   1248.83   10641.9   
2.13957   0.16119   45.025    76626.3   78.5133   1456.44   10027.7   
1.92698   0.165408  89.8717   104824    80.8397   1192.84   11845.2   
1.86424   0.170343  4.30364   114599    101.649   1471.29   12351.5   
2.04005   0.156918  977.221   97001.1   106.711   1535.87   11782.7   
2.13944   0.153587  9014.35   69527.8   72.5972   1199.12   12172.6   
2.21694   0.14825   18468.2   111197    74.7365   1598.83   10483.2   
2.02667   0.14934   143.154   89509.1   107.145   1418.58   11691.2   
2.15414   0.165725  2.14067   91257     90.3818   1506.75   12893.8   
2.08648   0.1462    1827.24   87573.4   78.0384   1481      10937.9   
2.08215   0.158079  35607.6   89704.2   84.747    1493.56   12943.7   
2.179     0.174995  0.778615  86994.8   93.856    1416.97   9949.05   
2.05981   0.151403  2184.48   104370    66.0756   1343.82   9533.81   
2.16065   0.134078  1121.1    82427.6   99.5432   1539.51   11097.3   
1.99498   0.158119  25212.2   113722    70.7633   1298.97   10355.5   
2.25941   0.163629  1645.28   99225.3   101.853   1447.65   10520.4   
1.96511   0.15882   838.136   73315.5   89.4709   1145.51   9735.32   
1.96788   0.155257  42060.7   115015    66.7989   1540.19   11352.9   
1.97096   0.152194  26.4584   109923    64.2541   1292.19   11634.1   
1.9862    0.153986  156.383   92016.4   83.4463   1621.68   9649.9    
1.9262    0.151381  46.9213   107471    98.7583   1207.48   9906.29   
1.90089   0.133489  5.36238   104025    104.72    1444.73   11597.8   
2.30866   0.157452  6032.51   93418.7   113.122   1131.18   11517.7   
1.95853   0.166117  12714.7   66533.5   68.3061   1361.99   10045.6   
1.93702   0.147821  15921.4   86874.8   85.9665   1132.36   11271.3   
2.07477   0.158458  1.42378   106646    76.8747   1291.71   12334.6   
2.04403   0.171823  744.558   107060    98.6387   1620.43   11031.9   
1.98045   0.137683  0.794222  101122    69.8125   1621.69   9592.44   
2.0214    0.164898  14.0361   65220.8   98.8991   1415.21   10889.6   
1.9684    0.138975  7.95937   115178    101.396   1203.34   10900.9   
2.18677   0.149777  35986.8   110969    77.0114   1260.06   11306.4   
1.99831   0.16535   9287.94   92072.8   95.6673   1340.83   10901.7   
2.26061   0.155475  1820.93   64426.3   80.0501   1291.51   10130.3   
1.88382   0.147305  38.8256   71648.6   64.341    1426.46   10525.5   
1.92074   0.154574  40.2499   93131.1   73.8253   1404.16   10273.6   
2.04693   0.159615  9.10271   85415.2   74.1371   1457.78   11791.9   
2.2917    0.162248  3641.48   80454.8   80.9655   1220.23   11554.6   
2.1253    0.150804  991.697   101938    111.927   1263.95   10541.7   
2.00399   0.152257  20.7006   66611     113.544   1312.45   12933     
1.94902   0.168085  79.0472   69186.2   83.6561   1629.49   9805.57   
1.82932   0.178536  12.7388   111698    110.552   1677.65   12437.1   
2.19197   0.144234  1.62262   110835    91.0839   1457.98   11332.8   
2.00153   0.149515  16.9989   91506.7   98.275    1486.43   12106.1   
2.07749   0.17625   3.65002   89489     91.5174   1505.96   10387.8   
2.14351   0.159535  221.027   105475    100.874   1338.4    12774.3   
1.94836   0.160761  45.6427   63793.8   107.665   1252.38   11147.7   
1.94949   0.173776  4734.24   113602    81.8282   1208.08   11332.6   
2.02678   0.152626  17224.6   90102.3   83.4747   1552.68   12798.4   
1.95825   0.161816  41363.4   84034.5   99.2745   1516.05   12146     
1.97538   0.172481  106.321   82750.2   74.5013   1290.97   10741     
1.87909   0.146711  79.4672   94273.9   105.17    1372.96   10376.2   
2.11091   0.138971  6.15107   67066.6   115.595   1600.75   11878.1   
2.18217   0.154099  2540.73   100621    75.201    1282.87   11066.8   
1.90703   0.1533    4856.6    110475    80.3557   1317.05   10689     
2.0659    0.16454   1.39716   64706.2   79.1905   1491.7    11787.8   
2.11849   0.16153   1537.47   64553.8   115.527   1350.71   11816.2   
2.07582   0.156638  1456.93   100419    110.955   1492.62   11848.4   
2.06082   0.166414  2295.36   93636.3   65.9019   1415.15   9857.11   
1.95939   0.155968  2.3166    94214.6   63.0633   1503.34   10342.4   
2.03004   0.155544  18046     86795.6   62.7104   1437.94   11732.9   
2.05679   0.158232  171.762   110130    66.1193   1642.89   12658.3   
2.05302   0.148058  2094.14   91629     115.395   1146.65   12598.2   
2.00524   0.163328  6.48051   88876.9   108.468   1449.82   12070.4   
2.19802   0.166261  0.822721  101891    97.8511   1424.97   11178.6   
2.05366   0.146622  0.433477  94688.9   101.255   1198.01   9771.1    
2.13357   0.161199  13.3146   93184.9   94.4469   1421.15   12771.8   
2.13507   0.169773  2.35958   114781    98.8099   1377.15   10171     
2.04836   0.136603  180.452   98122.9   83.3713   1256.18   11198.2   
2.06241   0.172284  22157     87594.1   62.6213   1363.91   12134.9   
1.86568   0.135967  2.4563    82992.5   86.3144   1435.39   12396.2   
1.87201   0.135276  675.125   88794.5   113.353   1348.88   9940.05   
2.08109   0.149751  269.644   111417    83.4006   1673.52   10289.8   
2.05302   0.15015   5904.63   62783.6   93.7892   1190.76   9780.83   
2.01419   0.164773  3.90039   85062.3   78.449    1228.66   11895.7   
2.00188   0.151626  28370.8   86388.9   79.0489   1430.85   10657     
1.99546   0.160074  5.03295   111024    68.5831   1454.7    9611.68   
1.97762   0.160681  2765.41   62572.7   65.5419   1501.14   12891.1   
2.22472   0.133738  29137.1   102064    98.1235   1537.34   9533.29   
2.02047   0.154959  320.613   68119.7   79.222    1489.14   10128.1   
2.11214   0.160107  9.0956    64791.9   65.136    1664.82   12389.4   
2.02845   0.155634  0.669852  82661.1   100.258   1327.73   12034.5   
2.01784   0.154462  24.7433   107894    72.9173   1279.57   11298     
2.09135   0.178173  113.986   110293    64.836    1329.89   11014     
2.0113    0.153342  3057.64   106122    103.739   1416.51   12488.4   
2.11447   0.148157  135.416   107003    101.065   1464.55   10201.3   
2.1212    0.146537  3219.78   100244    64.4018   1478.92   10973.5   
2.11474   0.176928  9781.43   78455.8   83.343    1348.88   12354.5   
2.14926   0.166818  25458.5   66584.1   108.731   1265.32   12842.7   
1.93947   0.167445  15.4798   96985.6   70.5064   1467.12   11785.1   
2.01989   0.152751  5.77942   63506.8   98.0873   1491.29   11101.8   
1.97747   0.160529  1328.29   102071    99.7427   1150.86   11749.4   
1.9789    0.159395  62.5487   82363.7   82.8136   1329.94   12643.6   
2.17197   0.155236  0.411761  94840     80.0249   1515.36   10024.9   
2.11369   0.155466  562.167   86301.3   81.523    1460.58   12320     
2.02778   0.15095   2081.14   112119    69.7931   1561.39   10300.2   
2.03983   0.177061  9.17574   71428.9   80.4937   1458.25   10000.9   
2.00177   0.134289  30467.4   112994    84.349    1456.49   9958.17   
2.04953   0.165666  653.619   109015    65.672    1272.49   10353.5   
2.05949   0.146625  42.6437   75208.7   70.3208   1469.48   11639.7   
1.96465   0.139765  11000     64143.3   88.4528   1397.05   10195.7   
2.27671   0.15315   9.02908   87668.5   88.5026   1329.86   10139.7   
2.10218   0.156494  9.14443   73665.8   101.41    1642.42   12986.2   
1.99116   0.174962  10.4391   108646    114.194   1144.35   12282.8   
2.5087    0.176457  4.10083   112907    88.9763   1185.7    11514.8   
2.08339   0.136122  4.83467   68372.7   77.9506   1261.64   11367.5   
1.96111   0.162373  16967.9   66316.9   85.007    1410.52   12291.1   
1.94007   0.16873   516.883   96063.7   63.4364   1440.9    11023.5   
1.98836   0.149255  0.481109  63658.5   97.7515   1673.84   11889.3   
1.90347   0.159177  765.576   80589     68.0369   1266.77   11721.7   
2.11559   0.137677  353.877   97824.9   87.8057   1342.25   11388.6   
2.07359   0.17756   3053.08   96869.8   106.082   1527.42   10944.5   
2.14294   0.154151  310.06    78456.4   68.0862   1174.84   10282.7   
2.10644   0.145095  80.0069   93131.8   113.929   1599.42   11446.7   
1.89563   0.170821  29323.7   93657.3   98.8902   1395.52   12446.4   
1.86956   0.16022   77.8111   78034     62.3459   1591.33   11220.2   
2.44171   0.160313  7059.99   109049    87.7875   1539.14   10355.4   
1.84867   0.170323  1515.51   72406.5   95.6727   1361.42   11459.2   
2.11154   0.17329   45462.8   109433    77.4327   1546.86   10011.5   
2.07666   0.138024  33.5864   114349    107.717   1393.42   12860.3   
1.87774   0.159797  6.40917   91391.4   98.6819   1227.52   11394.5   
1.89592   0.159926  510.605   115153    62.9405   1157.46   10522.3   
1.87816   0.133241  0.449252  96508.4   67.029    1367.98   9746.73   
1.90522   0.147801  0.818894  92418.3   89.6554   1621.38   12629.9   
2.01683   0.160852  9.71686   89535.7   107.408   1369.53   10696.8   
1.93198   0.152436  5821.58   88820.6   103.077   1254.1    9853.98   
1.98791   0.163904  1113.42   68315.5   67.3921   1127.52   12583.8   
2.16242   0.156097  63.5432   111765    82.3444   1209.86   12469.9   
1.95233   0.164487  45577.7   84895.2   74.1574   1629.77   9596      
1.9816    0.164171  211.395   109867    102.805   1164      12057.5   
2.08176   0.152597  10158.3   87609.2   76.3236   1435.83   11331.4   
1.96205   0.16335   27997.1   71494.4   67.8086   1677.1    11425.8   
2.00496   0.137351  6665      111901    95.5481   1369.39   12638.1   
2.10227   0.162487  835.467   88873.3   90.422    1340      12712.6   
2.13855   0.146606  1.97853   98859.2   104.568   1183.49   11995     
1.91818   0.167789  3591.06   114429    106.062   1559.52   10395.3   
1.89543   0.162777  525.863   88880.9   77.9142   1121.56   11399.6   
2.15446   0.154665  939.797   94371.5   86.0225   1325.34   9821.26   
1.92263   0.138663  121.008   75719.5   93.6115   1383.23   9703.47   
2.00235   0.1333    14.4945   70471.2   69.4299   1462.8    9756.93   
1.93976   0.169321  1462      106386    69.5288   1624.87   9591.32   
1.87729   0.15104   0.697151  93044.8   62.6604   1299.21   12203.6   
1.8465    0.158479  6.99288   75117.7   68.8869   1216.34   12432.5   
1.94711   0.169707  14.0532   75189.8   64.2176   1394.85   12936.3   
1.93037   0.155695  1250.36   109364    64.3227   1551.76   12996.2   
2.04658   0.163049  9.02337   95561.5   70.9842   1560.82   10479.6   
2.0966    0.142994  60.6893   112006    111.973   1501.23   12751.1   
1.96831   0.133025  1.37335   85758.4   101.274   1255.92   11621.2   
2.14402   0.152436  55.7728   84778.5   110.812   1331.04   10025.7   
1.92659   0.160268  602.368   97584.8   78.0962   1460.09   12963.8   
1.90461   0.145634  183.415   107305    65.1025   1340.42   9679.62   
2.06942   0.147612  1.60969   90257.6   100.185   1430.69   11528.8   
1.94003   0.146399  13.0857   99969     84.7799   1170.62   10148.9   
2.07496   0.153878  18.3739   82227     104.588   1626.63   11685.9   
2.06814   0.156467  6.1867    110752    103.732   1294.63   9692.26   
1.95677   0.161763  300.19    95250     74.256    1616.4    10776.9   
1.92103   0.154295  0.646562  85579.7   89.7374   1475.11   12412.6   
1.95011   0.164079  1596.38   67778.4   79.527    1491.89   12099.5   
1.98417   0.157303  1047.83   111209    78.1585   1416.52   12866.4   
2.0322    0.159521  1118.08   115284    110.361   1591.47   10446.2   
2.09925   0.144922  4020.59   90917.7   92.7137   1159.26   10383.6   
1.9592    0.146506  1265.45   98912.3   114.329   1125.65   10220.8   
2.28134   0.136372  46904.2   91589.4   85.4853   1391.84   12066.2   
2.1578    0.135446  0.441511  94663.4   75.5873   1641.4    12129     
1.99017   0.149083  4969.32   104400    106.196   1594.95   12267.2   
2.15494   0.16145   0.964862  79114.2   94.1048   1435.7    11138.5   
2.13199   0.16893   6.19643   79115.1   103.471   1129.48   12488.9   
1.86836   0.165375  282.051   93368.3   88.7123   1579.01   12321.5   
1.9583    0.14236   2885.83   104498    70.6443   1387.42   11548.2   
2.16138   0.160319  62.4312   110247    113.798   1420.44   9943.2    
1.95994   0.15349   13741.1   65445.7   100.111   1193.06   9685.25   
2.07963   0.161588  3.99579   72811.7   94.483    1152.29   12104.3   
1.82806   0.162221  164.424   68821     83.4241   1464.33   11678.1   
1.89939   0.145433  601.566   79107.6   81.4549   1614.8    12955.1   
1.96989   0.157289  59.4647   86737.1   69.4437   1580.49   10304.8   
2.16623   0.157687  29.4644   109342    64.1657   1343.03   9904.8    
2.02023   0.139256  0.518337  68892.3   71.6489   1368.35   12467.7   
2.00441   0.156656  15915.3   106969    72.2641   1437.04   12517.9   
2.0589    0.135703  95.9845   71538.2   112.16    1647.87   10137.4   
1.87822   0.149388  8.69065   82671.8   81.7159   1581.84   9775.74   
2.04975   0.163306  80.0066   84010.6   64.3639   1644.56   12165     
1.93568   0.176778  38077.8   109835    93.3458   1640.38   9590.32   
2.04184   0.142086  23441.5   92525.2   114.751   1486.36   10657     
1.97334   0.154981  826.367   103081    94.5193   1368.91   9670.35   
1.98382   0.161758  2001.63   115584    69.8405   1607.05   12969     
2.22557   0.164095  7.21488   96066.7   90.9111   1649.79   9843.15   
1.92284   0.148661  7.71266   62535     88.8247   1563.28   10372.7   
2.38701   0.163309  1108.17   68555.6   83.7985   1223.53   11927.5   
1.8845    0.145495  48974.8   84911.6   70.8806   1381.2    12504.2   
1.88708   0.15779   1.37826   66781.1   94.0553   1125.67   9531.96   
2.04109   0.145259  35238.9   112951    93.3549   1663.19   12893.2   
1.91196   0.163268  5798.54   113545    64.0161   1282.74   10231.8   
1.91585   0.162537  1707.28   103650    76.0682   1573.92   11412.8   
1.91317   0.161309  1063.27   80495     72.6318   1415.34   9681.57   
1.90884   0.17211   24186.3   67422.8   113.464   1408.42   10602.5   
2.07698   0.177338  3.39304   63576.1   102.419   1327.83   12141.9   
2.17196   0.156222  22411.9   87891     109.257   1157.2    9689.3    
1.80901   0.152961  212.821   98353.4   75.1725   1321.33   12141.2   
2.01224   0.154189  20.2663   104676    106.5     1411.82   10510.5   
2.53831   0.136754  369.414   114078    64.716    1445.33   11052.3   
2.05532   0.13608   1566.02   76986.6   106.548   1478.87   11660     
2.08619   0.163884  5833.01   66988.2   88.1584   1461.8    11857.5   
2.08703   0.147309  92.221    64243.2   102.746   1404.77   11014.4   
2.2876    0.153909  4697.06   90724.4   64.6498   1296.33   12125.4   
1.93658   0.161363  4239.95   93902.4   71.2628   1591.79   12514     
2.08254   0.169921  281.351   106804    93.2522   1470.3    9590.21   
2.44422   0.156319  439.365   109444    91.8735   1503.56   12094.5   
2.16485   0.162866  148.041   90103.9   77.3606   1123.61   9680.52   
1.8501    0.163123  226.734   104418    88.9969   1601.32   12476.8   
1.98971   0.161039  34.3589   87033.6   81.6174   1214.61   11044.5   
1.90399   0.155138  82.1424   86814     66.9097   1385.13   12842.2   
2.07496   0.173271  12987.5   80288     114.68    1204.2    11271.3   
2.17978   0.160864  131.039   77708.9   103.45    1505.6    11979.6   
2.06299   0.162352  2336.58   114832    97.7784   1551.27   9505.44   
1.99004   0.150458  23855.3   82308.9   83.4232   1362.58   11520.5   
2.23972   0.16294   188.025   106351    79.0751   1341.63   10571.9   
1.95721   0.172153  189.808   80829.8   81.0609   1443.6    10188.1   
2.19626   0.158837  5168.88   80505.7   106.579   1147.71   12233.5   
1.91376   0.160195  125.722   99713.1   108.885   1186.58   12662.5   
1.98546   0.149856  1566.53   101936    86.9842   1638.74   11548.3   
1.95683   0.142276  21.0505   93088.4   91.0944   1188.04   12362.9   
1.96902   0.160178  817.049   102521    91.2311   1472.92   12773.4   
2.01808   0.16286   23909.3   98078.2   81.0531   1125.66   11838.7   
2.07776   0.164753  404.394   72782.4   72.1378   1301.48   12188     
2.07422   0.167818  33.9701   90071.3   96.415    1465.46   12621.3   
2.05334   0.172316  3.02119   72267.6   91.5646   1421.15   10643.4   
2.2228    0.135517  5309.59   98325.1   89.7398   1568.87   9566.18   
1.98526   0.162864  34067.3   90907.3   112.763   1637.96   11813.5   
1.97488   0.146729  348.697   101282    77.3105   1644.39   11352.7   
1.97507   0.158824  3031.8    101539    72.0959   1457.18   12548.2   
2.01986   0.161583  12343.2   110175    113.458   1163.95   11818.8   
1.84386   0.148052  28.1044   91353     82.1563   1636.7    12640.3   
2.09494   0.155318  37900.8   97846.7   108.715   1591      9790.52   
2.13604   0.160652  71.3956   114228    68.0243   1153.19   9941.37   
1.87774   0.160563  94.4283   62492.2   65.553    1490.64   12860.3   
2.05342   0.15582   5774.7    77502.9   88.9945   1658.28   12654.2   
2.07302   0.166719  976.892   86381.9   65.1231   1181.76   10086.9   
1.97183   0.159538  46395.5   63541.8   84.1103   1382.55   12062     
1.99969   0.172301  0.376926  99190.2   106.923   1464.42   10333.3   
2.08389   0.162294  158.091   77253.7   64.493    1464.9    9627.49   
2.00071   0.163249  226.783   77525.1   64.1733   1166.44   11679.5   
2.14101   0.178452  535.934   66780     76.0789   1153.69   10087.6   
2.01193   0.165447  68.2955   65556.5   75.796    1159.15   9928.27   
1.91661   0.161115  29721.9   97191.8   95.392    1458.6    10687.9   
2.04835   0.136094  6.54584   83521.3   77.4766   1151.71   9774.91   
2.16924   0.1523    31221.6   105009    68.1329   1447.2    11964.9   
2.06219   0.142475  11674.3   83188.3   93.9651   1656.04   10970.9   
2.1351    0.14593   1481.08   75817.6   106.133   1431.09   12299.1   
2.1398    0.177134  11.759    115280    113.94    1123.05   12018.8   
2.21245   0.172268  41.142    69502.5   104.942   1630.89   9544.39   
1.96335   0.144284  15.285    83547.7   70.7809   1426.39   12292.5   
2.12396   0.167853  12.6406   68236.1   97.7483   1468.72   10854.3   
2.17902   0.151995  66.2914   104519    97.4169   1334.31   11254.8   
2.03914   0.151352  185.412   106932    112.055   1635.89   11824     
2.03184   0.154702  22.0101   110174    73.2894   1591.58   11371.9   
1.99606   0.140787  165.128   99261.4   107.662   1169.62   10352.5   
2.04566   0.166037  536.455   73527.9   90.7402   1253.95   10180.5   
1.93569   0.151307  2639.09   80471     81.6567   1163.11   12201.2   
1.92541   0.155095  2029.37   88002.5   115.162   1492.41   12231.6   
2.03145   0.146759  6.83616   105726    102.808   1368.28   12043.2   
1.97602   0.138669  187.824   107482    89.6471   1155.51   12160.2   
2.12446   0.158637  0.403445  92115.7   96.8747   1307.84   11315.2   
1.94694   0.161384  297.424   70959.5   79.8746   1666.55   10811.5   
1.93519   0.182426  31695.2   71743.9   98.6054   1466.32   10767.1   
1.99786   0.147991  78.2118   82303.4   69.4926   1516.04   12326.5   
1.85638   0.160127  38.6169   96941.8   79.6326   1554.75   11608.2   
2.20291   0.139995  12100.1   97359.7   67.9249   1632.51   9936.79   
2.13814   0.14987   26.3418   113862    66.6395   1644.73   10990.3   
1.91847   0.155068  4.82054   83615.9   65.801    1394.35   12069.8   
2.07342   0.172243  4383.21   68635.1   78.8711   1610.76   12078.1   
2.05854   0.158199  1103.13   104932    105.351   1574.8    10679.1   
2.19365   0.155958  0.42677   74826.7   82.5392   1367.14   11897.3   
1.9313    0.152991  2481.27   105854    91.0244   1399.25   11008.7   
2.43473   0.16024   1348.24   115007    76.067    1207.04   10329.4   
2.09963   0.159291  256.371   78460     65.7925   1379.93   10465.3   
2.03133   0.157198  1241.23   89268.1   87.1708   1407.09   10966.1   
2.05832   0.157367  10173     79268.2   63.3791   1343.41   11358.3   
2.18625   0.156813  15.144    110608    68.4681   1167.32   11637.3   
2.21669   0.158513  7.98692   75679.8   69.4079   1643.05   11276.7   
1.89571   0.169805  16.3769   82166.8   102.801   1392.61   11399.2   
1.99475   0.167972  12635.9   110295    82.1855   1438.01   10387.3   
2.09678   0.159268  605.586   78293.7   89.6914   1373.48   11483.5   
1.94624   0.160867  32680.9   96753.5   85.5816   1337.23   10967.2   
1.93464   0.159327  6.27488   102234    78.7862   1266.84   12861.1   
2.12344   0.156031  5544.01   109999    104.614   1512.27   10850.7   
2.05192   0.154612  33258     104370    112.641   1271.81   9535.62   
1.9367    0.166492  3.46011   104439    73.1074   1666.22   12056     
1.96802   0.171994  0.653143  100879    73.9082   1591.95   11134.8   
1.92393   0.156635  27.4696   101941    84.3873   1334.06   12907.1   
2.06778   0.166562  111.629   101888    73.0955   1339.47   12884.6   
2.16671   0.154661  5.95931   84699.1   77.862    1653.2    12246.3   
2.61429   0.135906  0.437333  108771    103.877   1533.45   9694.18   
2.29449   0.173332  111.866   108682    90.9163   1329.83   11233.1   
2.11671   0.163013  1257.91   108551    104.667   1635.42   11735.5   
2.12023   0.141666  3136.62   103610    81.3543   1251.18   11417.4   
1.85508   0.16765   33992.7   79485.5   66.101    1505.56   12806.4   
1.86053   0.176521  2.32231   107821    108.146   1207.49   11743     
2.07192   0.162474  7058.09   113443    67.0977   1155.91   10312.3   
1.98475   0.152903  84.8651   112896    103.629   1634.46   9810.62   
1.81131   0.151887  1318.86   72458.2   68.4117   1608.63   10796.9   
2.09988   0.172391  5861.66   77027.1   78.6637   1539.7    10272.1   
1.90924   0.168059  103.231   85589.6   67.9901   1352.26   12907.3   
2.23253   0.151957  17673.2   113381    114.107   1306.15   11317.9   
1.89606   0.158013  11524     65808.5   96.2154   1216.46   12904.1   
1.88869   0.142579  1.44197   83166     81.6921   1124.33   10815     
1.97086   0.157274  189.684   69989.6   88.3948   1198.5    12835.9   
1.98082   0.16348   33042.6   97123.4   77.5795   1598.06   12778.9   
1.96587   0.14422   0.497867  90885.9   104.76    1215.25   10765.5   
2.01166   0.137162  67.878    113059    74.6551   1297.71   12099.1   
1.95761   0.153143  170.47    79925.3   112.564   1259.96   11007.8   
1.92985   0.167091  0.479999  98466.8   77.1293   1517.23   9717.27   
2.25251   0.181936  842.598   109764    98.7965   1524.97   9979.79   
2.03911   0.165031  4.8621    77305.4   80.8314   1422.4    11398.7   
1.96054   0.153676  471.326   105936    66.4673   1223.28   10902.3   
2.13686   0.155443  1.21636   94298.6   88.1373   1590.58   10104.4   
2.03178   0.153452  2804.47   71894.2   65.2847   1334.59   10595.4   
2.0402    0.150346  7.33713   88788     69.8839   1368.34   10429.1   
2.11644   0.154427  6101.64   89499     83.3666   1659.75   12240.8   
1.9302    0.147783  204.246   79627.5   81.7837   1322.55   10122     
1.90087   0.154191  0.928004  88096.7   114.413   1364.24   11290.2   
2.12004   0.143953  1.03323   91480.2   85.4007   1299.29   12892.5   
2.03042   0.175236  88.9654   68008.1   86.4821   1202.98   11386.9   
2.08643   0.164054  1403.06   78932.2   90.0657   1434.68   9842.03   
2.11546   0.159604  20514.8   81126.8   114.056   1567.15   10203.4   
2.01204   0.176838  168.573   101226    94.1177   1626.59   10451.8   
2.18281   0.146023  197.327   106183    104.166   1370.39   9742.29   
1.86995   0.162281  96.0311   91869.5   75.8582   1174.9    11509.4   
2.03791   0.16377   1555.24   62986.3   75.2472   1242.02   11508.1   
1.91676   0.151232  143.667   66785.4   91.1187   1593.26   12226.9   
2.05968   0.166374  1554.52   109087    85.8088   1283.3    12460.7   
2.09358   0.14139   176.174   64144.2   106.139   1470.87   11803.8   
1.9385    0.137615  361.4     71116.1   115.272   1518.18   9771.64   
1.99153   0.163998  1048.29   87039.5   114.16    1357.99   9934.82   
1.86366   0.155535  253.075   97577.9   90.1366   1455.11   12110.3   
2.04527   0.147772  3.02597   97599.2   91.6554   1378.21   11750     
1.87358   0.135676  8954.46   71451.1   69.7222   1581.8    10179.7   
1.93476   0.152871  16692.9   96954.1   78.5782   1200.72   12790.1   
1.99945   0.164862  41827.3   92168.6   93.3249   1367.44   11026.6   
2.35439   0.152693  10535.9   83689.2   82.4208   1280.3    11118.2   
2.07227   0.149596  354.972   73507.4   63.9108   1485.76   11354.6   
2.16961   0.168781  43.5337   85267.3   98.684    1379.98   11958     
2.29442   0.167314  138.722   78090.5   98.1767   1655.51   12432.7   
2.0446    0.152567  26557     73773.8   65.5354   1310.24   10501.3   
2.23939   0.176573  1830.91   108945    73.1574   1352.77   12219.5   
2.01399   0.1554    1640.14   72943.7   69.5187   1578.96   12928.5   
1.87909   0.13752   37515.1   91109.7   86.817    1226.11   12427.8   
1.92395   0.135749  17752.9   81819.6   114.323   1646.93   10807.4   
1.94215   0.178091  651.686   62613.7   102.813   1130.08   12265.3   
1.89863   0.176297  0.76079   101307    99.4966   1244.96   10091.3   
2.05529   0.152626  1049.21   97017.2   104.585   1462.59   10068.5   
1.91479   0.137399  34508     102678    87.6533   1449.52   10516.3   
1.86307   0.157271  2130.7    100871    68.4629   1383.89   11609.1   
1.93207   0.155039  4819.8    68527.9   97.8545   1380.97   9787.71   
1.84689   0.1571    1.69303   108035    107.023   1446.18   10552.8   
2.16705   0.165625  797.565   100504    111.118   1650.05   12142.5   
1.99417   0.140655  199.93    92398.7   96.7479   1620.33   10839.9   
1.90992   0.162143  32106.5   85475.3   87.8372   1271.6    9945.57   
2.09327   0.168233  406.203   100629    103.332   1532.22   9899.71   
2.0127    0.161366  3.96192   78679.7   102.308   1134.75   11973.2   
