sigma_e   rw        r         Tu        Tl        L         Kw        
2.11393   0.164454  2.05246   79607.9   63.8188   1192.78   11302.7   
1.99677   0.145841  2041.65   89474.1   81.1862   1555.57   12473.3   
1.99834   0.153309  2.24642   104051    82.9679   1649.82   9646.31   
2.1014    0.167269  4541.56   93570.6   72.0667   1210.99   12630.1   
1.9628    0.140423  43100.2   91891.3   94.2292   1200.26   11069.7   
2.18907   0.152937  1049.47   109591    90.2517   1467.24   12675     
2.14451   0.169167  0.575038  110622    65.8546   1516.95   12333     
1.8817    0.134879  441.584   79403.7   64.2337   1570.23   10694.5   
2.05589   0.147068  18460.9   94370.6   69.4179   1243.48   11188.9   
2.04507   0.159542  78.5791   70453.1   72.4775   1653.08   11007.7   
1.95045   0.161655  16399.4   96849.9   66.7324   1185.9    11006.2   
2.0258    0.162535  150.31    109902    115.532   1413.12   9625.13   
2.11705   0.14265   3.63196   113182    73.3477   1549.79   12685.7   
1.95795   0.150563  2.44126   106022    104.804   1190.28   12243     
2.09545   0.180167  633.427   91637.2   89.2385   1642.43   9564.23   
2.14632   0.146457  600.893   106127    78.1602   1204.57   12341.8   
2.05498   0.166755  203.781   110939    92.339    1380.08   12215.5   
2.15688   0.162456  6345.69   77021.4   62.6331   1618.14   12347.9   
2.20922   0.174626  973.698   91176.2   78.3411   1376.89   9671.83   
1.80197   0.159314  6195.74   95746     107.667   1204.83   12914.5   
2.00378   0.136212  317.002   72176     99.0045   1302.43   12195.4   
2.08337   0.159718  1654.7    91907     77.6325   1272      12839.1   
2.1659    0.17719   245.235   70323.8   107.575   1382.84   11526.2   
1.97839   0.1671    0.393986  114290    71.5801   1431.54   12265.6   
2.1439    0.166863  39.4903   100577    112.024   1640.95   10939.9   
2.07378   0.158891  35.4017   77613.3   113.06    1380.65   10197     
1.89465   0.170174  59.0676   80114.8   70.3213   1295.4    9940.28   
2.05443   0.158472  4504.72   68710.1   106.44    1534.6    12928.6   
1.94444   0.153765  559.777   76250     95.1224   1649.61   11869.3   
2.08998   0.137443  7703.23   87164.7   82.969    1431.03   12823.5   
1.96879   0.145992  5.28425   68767.4   112.158   1576.22   11053.3   
2.02137   0.149396  35223.9   94495.4   108.292   1192.07   10585.9   
2.10833   0.180585  7.42531   75494.6   114.406   1637.45   11005.7   
2.03066   0.147511  36.209    92758.3   102.746   1329.16   10685     
2.05526   0.169702  10.0461   78919.7   85.6929   1649.49   12103.7   
1.95413   0.142054  908.931   110678    106.188   1507.39   12526     
2.08359   0.138792  18677.8   103729    63.9102   1362.66   10926.8   
2.08826   0.147656  65.2004   86327.7   93.7678   1621.28   11809.1   
2.27645   0.15403   133.207   98468.6   91.8746   1585.7    9745.74   
2.22199   0.148328  5.79974   94466.6   96.2916   1417.02   10043     
1.96744   0.167737  20211.8   80309.9   76.0062   1616.01   9761.43   
2.01619   0.183502  1137.27   64312.1   114.568   1643.54   12987     
2.04881   0.173139  2.23522   97254.6   97.7173   1391      9785.57   
2.25709   0.168589  65.0949   77171.8   97.1745   1422.02   11323.1   
2.0033    0.156864  56.6346   110542    79.9459   1335.66   11489.5   
2.21289   0.16503   127.655   89540.4   97.0367   1393.82   10382.6   
1.99818   0.160647  731.943   89059.1   100.685   1497.15   11067.3   
2.28046   0.163362  10675.7   113529    76.0708   1342.17   9892.93   
2.04464   0.148537  84.1191   92512.1   72.3048   1178.35   10906     
2.06796   0.156828  297.389   76126     109.51    1353.69   12977.5   
2.24344   0.14953   12.1148   99141.7   99.4025   1678.5    10325.1   
2.41671   0.149594  1943.63   82073.4   85.9399   1515.16   9618.84   
1.93199   0.177913  453.114   67124.7   101.292   1542.47   12633     
1.99566   0.162875  418.857   112762    93.2564   1464.79   10165.9   
1.93062   0.149713  4630.32   96103.6   76.5987   1567.04   9876.89   
1.9587    0.141375  2045.43   113591    65.6888   1145.3    9957.16   
2.06491   0.174255  97.4344   65335.8   72.4383   1320.73   11192.6   
2.14813   0.168457  1268.66   111535    93.754    1213.68   11438.7   
1.92497   0.158758  29.9675   98584.1   75.276    1385.74   10967.3   
2.06908   0.152307  0.634811  95288.5   83.808    1646.82   10979     
2.07307   0.164475  118.74    86944.6   71.9613   1246.57   9974.65   
2.17878   0.175959  1942.73   107194    91.7011   1419.32   12226.4   
2.16539   0.171769  1321.75   89560.1   96.1755   1507.37   10433.4   
2.00291   0.13923   3749.75   79947.1   87.9593   1283.28   10045     
1.87078   0.144083  12.0849   95648.8   100.667   1636.16   9756.9    
1.91237   0.167656  123.911   100923    64.3787   1160.77   12211.5   
2.0462    0.163046  947.556   112780    67.8082   1480.97   10483.8   
2.26716   0.152899  10752.9   67124.3   68.2199   1465.87   12231.2   
2.0824    0.151722  8993.2    105260    74.8759   1607.02   12475.4   
2.06134   0.149864  248.682   95487.2   110.204   1657.17   10310.9   
1.97197   0.173721  3338.76   64376.3   105.682   1498.39   12769.1   
2.10628   0.135871  25163.9   82038.5   79.3884   1419.17   9777.41   
2.19183   0.160717  1402.54   62611.5   92.0562   1230.17   10800     
2.15159   0.163915  2021.75   71097.9   63.1388   1438.36   11955.2   
1.99808   0.167132  3.45451   63285.3   68.3474   1273.1    12638.7   
2.20965   0.165609  3132.05   97695.8   85.7646   1450.16   10019.2   
2.10116   0.163435  8842.07   74661.7   71.4033   1332.71   11523.3   
2.25391   0.1463    25143.6   77973.5   90.5081   1511.84   11286.5   
2.24445   0.140918  869.003   104848    82.6118   1129.8    10142.1   
1.86938   0.160415  7.40627   76653     105.105   1472.4    12448.7   
2.16384   0.152788  18.7486   110046    89.1876   1302.2    10560.8   
2.08862   0.156904  29068.8   94348.5   77.4539   1220.83   11592.7   
2.00856   0.160067  59293.6   93197.1   87.9342   1380.23   10258.3   
2.01058   0.136777  189.801   98524     78.09     1521.2    10922.2   
1.98982   0.167242  881.575   73674.6   105.552   1644.39   11722     
1.85971   0.162352  5136.63   103559    76.403    1514.81   9593.53   
2.007     0.139023  4.61431   67823.9   108.223   1272.16   12032.7   
2.0567    0.139133  1203.84   87529.2   111.701   1195.94   11084.3   
2.19487   0.16345   47798.8   108986    71.6593   1182.62   11245.4   
2.02274   0.154852  99.9235   77879.8   63.7801   1163.73   9824.39   
1.99061   0.133404  1.05104   107966    106.841   1269.86   10820.9   
2.30275   0.161395  149.135   97712.4   76.0512   1616.94   10656.6   
1.99011   0.180016  158.5     87660.6   111.385   1601.27   11528.9   
2.20503   0.153135  5.28246   115098    95.2497   1672.35   10760.9   
1.79118   0.156917  27698.5   88167.2   109.669   1419.92   11642.1   
2.08882   0.1664    1307.42   103933    81.003    1327.34   11975.1   
1.81155   0.136526  2.86929   97989.2   62.558    1512.71   12081.5   
2.11248   0.154767  361.274   63278.3   80.4052   1419.37   11502.8   
2.03337   0.155197  9440.31   112926    64.1588   1566.04   12898     
1.98468   0.14783   278.241   93621.7   63.5792   1129.23   11085.7   
2.02627   0.168872  126.556   72258.8   80.9591   1123.41   12566.5   
2.32131   0.164115  29591.9   99196.5   105.484   1579.61   9751.12   
1.96398   0.158297  103.791   110401    75.9791   1423.23   10729.9   
2.01871   0.153548  39.8133   107650    67.4821   1537.61   12621.8   
2.20159   0.147396  3010.96   81210.8   95.6517   1481.08   12087.3   
1.87775   0.157293  13.6361   70365.3   68.5085   1655.12   11878.6   
2.03101   0.163917  30343.5   95042.2   76.4853   1196.3    12341     
2.06511   0.157819  8564.44   95788.9   96.7792   1435.62   10422     
1.8526    0.139126  296.244   113901    68.3242   1627.61   12031.9   
2.07182   0.178956  198.329   71210.2   71.2686   1371.52   11943     
1.8405    0.156411  23858     90127.8   93.3261   1202.36   12138.5   
1.98203   0.150661  17.5725   108161    96.1025   1549.66   12310.2   
1.94792   0.136045  7.39289   63566.3   70.4385   1528.39   9714.18   
1.96205   0.179365  322.343   73692.3   104.682   1621.45   12016.1   
1.87865   0.139014  37646.9   105869    68.0625   1537.1    12852.4   
2.03186   0.17223   795.331   98239.7   101.469   1316.14   10753.7   
1.96711   0.1717    0.474442  102242    79.7642   1414.29   11735.1   
1.92738   0.141945  19365.6   95425.6   71.52     1202.78   10797.8   
2.22944   0.156956  26.6982   114392    63.2826   1184.77   11612.3   
1.90679   0.149393  17.4216   87060.7   80.5942   1170.17   12451.3   
2.04304   0.176566  118.038   76370     87.9669   1177.03   10475.1   
1.99606   0.143964  0.453461  114531    74.8987   1481.15   10759.5   
2.09717   0.141977  1.39297   106812    78.8599   1254.41   11237.4   
2.07277   0.16253   1.55581   67440.8   87.8907   1240.83   12556.6   
2.08859   0.160389  48152     95692.5   104.207   1180.39   11804.6   
1.99674   0.170661  0.950619  94780.7   96.8388   1210.91   12821.6   
1.98508   0.150373  11947.7   98941.7   113.884   1246.43   10751.4   
2.05939   0.150019  7.0443    114428    65.4812   1427.63   10536     
1.9914    0.153946  12544.6   114196    92.8472   1281.48   10330.7   
1.99734   0.176073  283.262   86260.9   75.8876   1310.04   9644.18   
2.08835   0.153786  11.3128   82551.6   85.1422   1446.58   12523     
2.10379   0.146071  297.578   94613.8   115.551   1314.31   11628.6   
1.97979   0.16004   109.179   76120     94.7659   1640.95   11094.2   
2.11026   0.145093  331.141   91250.4   110.161   1444.94   9516.67   
2.0832    0.156851  6.19527   103919    68.6061   1303.4    12923.5   
1.91396   0.15955   2191.44   81761.1   70.2029   1669.38   10521.3   
2.42215   0.158912  35.4398   103064    71.2778   1579.51   11234     
2.23263   0.148108  13256.8   87707.1   109.667   1552.44   12633.6   
2.30321   0.174357  38.0157   79898.5   76.8576   1623      12821     
1.88534   0.14641   391.424   104954    86.1947   1613.49   9876.79   
1.89108   0.153256  706.331   85076.8   76.6313   1374.64   11391.6   
2.07011   0.157876  343.812   70353.6   113.033   1224.65   12818.7   
1.96169   0.180177  7130.23   97182     102.74    1322.65   11781.7   
2.10614   0.139771  1.20404   79608.5   82.1311   1633.16   11584.6   
1.77734   0.153637  2301.09   84655.7   84.9861   1417.28   10596.3   
1.99834   0.1361    47285.8   64216.3   63.4125   1443.91   9851.17   
2.21554   0.143752  1.47242   62427.9   112.207   1456.84   12103.7   
1.96898   0.156938  35.4724   85777.4   63.1731   1286.11   11941.2   
2.16355   0.168903  15514.1   96919.6   68.6299   1359.77   11803.5   
2.0612    0.172914  11.7076   110512    105.535   1641.81   11014.4   
2.37633   0.157813  2738.66   62574.7   109.932   1628.79   12223.2   
1.99451   0.165517  23.7793   95101.5   64.9117   1128.25   10605.9   
2.02971   0.137636  22676.6   82854.1   70.1855   1259.73   12045.5   
1.98665   0.15104   18.7748   106977    85.4549   1574.38   10376.5   
1.9347    0.162481  107.262   82538.4   79.5879   1631.85   12649.3   
2.19224   0.155937  2117.46   74829.4   83.5646   1582.73   11360.9   
2.07706   0.163091  4447.58   70362.7   115.012   1521.1    11227.5   
2.13263   0.151545  115.977   106897    66.4972   1546.49   12297.4   
2.17772   0.17522   30913.1   108468    66.9743   1384.53   9814.92   
1.98588   0.142613  49.2266   97179.9   94.1629   1312.63   11988.4   
2.10732   0.159316  0.426493  102977    89.3445   1577.14   11373.4   
2.00053   0.151766  1.58162   76126.9   63.8255   1315.8    9545.91   
2.35522   0.149208  3449.46   82540.6   103.612   1120.01   10261.9   
1.86324   0.148787  5.52301   68361.1   101.377   1646.59   12667.3   
2.20529   0.145507  132.622   87330.5   91.0399   1318.27   11888.1   
1.91695   0.17326   2016.8    87709.6   62.867    1300.78   11094.9   
1.78425   0.159318  0.875317  112433    64.9962   1359.61   12791.1   
1.98861   0.172748  41423.9   64418.9   93.0518   1419.78   10907.3   
1.96648   0.159467  2197.05   86623.3   92.9211   1187.2    12244     
2.08133   0.150807  2465.78   85661.2   79.126    1272.9    10535.8   
2.10529   0.177965  0.499711  74499.3   99.509    1472.57   10765     
2.10592   0.143724  6135.96   115673    75.3782   1211.07   11423.2   
2.16228   0.157773  7784.42   79513.3   65.4811   1542.7    12606.3   
2.07954   0.158671  38085.1   98927.1   97.6901   1593.87   9828.71   
2.18566   0.143847  10.6841   104188    78.1534   1535.17   11031.6   
2.04076   0.166431  10.475    109765    65.3735   1207.95   12882.4   
2.14754   0.152573  0.794439  71776.3   96.4414   1429.48   10892.5   
2.27777   0.145524  3826.04   84879.5   83.905    1228.46   11063.1   
2.3333    0.145132  12079.2   90831.3   75.9441   1437.19   9899.71   
1.89569   0.140277  15978.2   69641.2   112.74    1365      11236.2   
2.02321   0.152101  28264.2   67287.5   83.9591   1465.32   10772     
2.0509    0.170826  8467.1    115544    68.2012   1174.74   10843     
1.94759   0.139933  8.69968   72864.7   108.716   1430.17   9809.59   
1.8674    0.15963   7545.41   79872.2   79.613    1537      12182.8   
2.05673   0.147969  711.087   103489    66.9751   1579.92   12378.7   
1.97423   0.175634  4.57158   85072.3   66.3326   1605.74   12639.3   
2.06408   0.158844  10342.7   111609    80.1122   1215.79   11455.9   
2.06304   0.140263  633.017   64409.2   100.714   1390.65   11544.4   
2.05937   0.172812  6.97934   84392.2   81.9312   1187.13   10221.4   
1.89531   0.156173  24.1239   65949.5   66.3938   1409.63   9995.79   
1.92953   0.147933  18655.4   89296.4   78.2202   1205.78   11714.8   
2.05231   0.178539  40608     99029.8   69.9027   1376.21   11876.4   
1.96261   0.147113  1.41812   63623.2   114.51    1446.07   9552.76   
2.36705   0.13992   4911.11   76568.5   83.7796   1473.13   10989.7   
2.02399   0.146647  2.95007   78440.2   115.565   1278.94   9807.44   
2.28748   0.136856  63.2605   109025    66.9982   1376.04   12560.3   
2.1097    0.160476  6.66848   101348    66.5628   1260.73   11243.5   
2.0203    0.160917  1254.62   79315.3   99.5049   1410.2    10183.2   
1.93058   0.156871  3967.78   81882.5   97.5113   1468.89   12665.6   
2.20861   0.133187  459.759   70376.8   87.3572   1422.01   9537.59   
2.16428   0.169367  26997     100873    94.7394   1462.69   12828.7   
2.22169   0.166457  3845.33   101323    80.189    1161.24   9689.92   
1.90138   0.168732  9.78383   90055.7   106.125   1295.3    10966.3   
2.20245   0.182064  102.015   80610.6   95.1526   1492.23   12363.6   
2.18287   0.154042  1.99703   102032    72.0433   1230.88   10821.7   
2.03424   0.180287  46019.1   64804.6   90.8415   1381.06   12282.5   
2.20059   0.160073  4306.04   99877.9   103.515   1537.11   11868.5   
2.00068   0.178607  84.7742   76165.4   62.8309   1594.23   12191.6   
2.05179   0.145845  12.0067   102240    70.8579   1385.18   10911.5   
1.94486   0.144742  6.1318    85696     70.441    1401.5    10674.4   
1.95856   0.168355  20004     100497    90.9775   1259.69   9910.92   
1.91514   0.153857  1.21525   69643.5   84.0816   1180.95   11611.8   
2.14441   0.173023  4.58939   101424    81.883    1612.84   12510.3   
1.9271    0.151594  2.05558   98224.1   73.949    1125.08   10826.1   
2.04572   0.159634  432.25    113689    70.3886   1470.1    11467.9   
2.23438   0.182735  195.394   110212    79.7725   1473.43   12923.9   
2.00635   0.170809  1.45114   101511    101.957   1360.67   12347.6   
1.93464   0.163204  93.0554   113173    91.6668   1209.8    10823     
1.93201   0.158053  0.838968  73329.2   66.9154   1170.67   10852.9   
2.30867   0.166283  45983.5   90760.7   80.137    1288.38   12655.8   
2.11165   0.146971  449.11    94781.2   82.8642   1404.27   10526.9   
2.00236   0.152451  431.346   97854.5   75.1661   1673.18   10241     
2.03911   0.16261   6.04442   87076.2   82.1307   1543.78   11872.2   
1.92873   0.144361  370.263   81032.1   66.6553   1179.83   12035.4   
2.03608   0.136002  270.263   84616.3   111.768   1508.69   12172.7   
2.00176   0.145425  26348.1   107802    108.074   1339.32   11657.5   
2.08758   0.160877  125.485   97601.7   78.154    1653.18   10735.2   
1.99767   0.173793  19401.2   78584.2   82.7391   1392.23   11368.2   
